Cycle,Chg_Spec_mAhg,DChg_Spec_mAhg,Chg_Cap_Ah,DChg_Cap_Ah,Chg_Energy_Wh,DChg_Energy_Wh,CE,IR_proxy,HF_CHG_SPEC_HIGH,HF_DCHG_SPEC_LOW,HF_MISSING,hard_fail,soft_score,SP_IR_OUTLIER,SP_CE_SOFT,IR_proxy_threshold,Label,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,cycle_label_3class,cycle_label_3name,battery_label_3class,battery_label_3name,file,early1_missing,early1_V_mean,early1_V_min,early1_V_sag,early1_V_sag_ratio,early1_dvdt_mean,early1_dvdt_std,early1_I_mean,early1_I_std,early1_IR_early,early1_power_mean,early1_power_std,early1_energy_ws,early1_energy_per_I,early1_voltage_collapse_flag,early1_IR_high_flag,early1_dvdt_fluct_flag,early2_missing,early2_V_mean,early2_V_min,early2_V_sag,early2_V_sag_ratio,early2_dvdt_mean,early2_dvdt_std,early2_I_mean,early2_I_std,early2_IR_early,early2_power_mean,early2_power_std,early2_energy_ws,early2_energy_per_I,early2_voltage_collapse_flag,early2_IR_high_flag,early2_dvdt_fluct_flag,early5_missing,early5_V_mean,early5_V_min,early5_V_sag,early5_V_sag_ratio,early5_dvdt_mean,early5_dvdt_std,early5_I_mean,early5_I_std,early5_IR_early,early5_power_mean,early5_power_std,early5_energy_ws,early5_energy_per_I,early5_voltage_collapse_flag,early5_IR_high_flag,early5_dvdt_fluct_flag,early10_missing,early10_V_mean,early10_V_min,early10_V_sag,early10_V_sag_ratio,early10_dvdt_mean,early10_dvdt_std,early10_I_mean,early10_I_std,early10_IR_early,early10_power_mean,early10_power_std,early10_energy_ws,early10_energy_per_I,early10_voltage_collapse_flag,early10_IR_high_flag,early10_dvdt_fluct_flag,early20_missing,early20_V_mean,early20_V_min,early20_V_sag,early20_V_sag_ratio,early20_dvdt_mean,early20_dvdt_std,early20_I_mean,early20_I_std,early20_IR_early,early20_power_mean,early20_power_std,early20_energy_ws,early20_energy_per_I,early20_voltage_collapse_flag,early20_IR_high_flag,early20_dvdt_fluct_flag,early30_missing,early30_V_mean,early30_V_min,early30_V_sag,early30_V_sag_ratio,early30_dvdt_mean,early30_dvdt_std,early30_I_mean,early30_I_std,early30_IR_early,early30_power_mean,early30_power_std,early30_energy_ws,early30_energy_per_I,early30_voltage_collapse_flag,early30_IR_high_flag,early30_dvdt_fluct_flag,early50_missing,early50_V_mean,early50_V_min,early50_V_sag,early50_V_sag_ratio,early50_dvdt_mean,early50_dvdt_std,early50_I_mean,early50_I_std,early50_IR_early,early50_power_mean,early50_power_std,early50_energy_ws,early50_energy_per_I,early50_voltage_collapse_flag,early50_IR_high_flag,early50_dvdt_fluct_flag,early60_missing,early60_V_mean,early60_V_min,early60_V_sag,early60_V_sag_ratio,early60_dvdt_mean,early60_dvdt_std,early60_I_mean,early60_I_std,early60_IR_early,early60_power_mean,early60_power_std,early60_energy_ws,early60_energy_per_I,early60_voltage_collapse_flag,early60_IR_high_flag,early60_dvdt_fluct_flag
37,144.93,144.54,0.0037548,0.0037447,0.0145577,0.0129474,0.99731011,0.41956402,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4728,3.7733,3.3382,3.006,2.8,0.796,-0.06765,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.56202,3.1508,0.7593,0.194189407,-0.000628986,0.000744729,-0.00393788,0.003024277,192.8194866,-0.014403557,0.01185878,0,0,1,1,0,0,3.56202,3.1508,0.7593,0.194189407,-0.000628986,0.000744729,-0.00393788,0.003024277,192.8194866,-0.014403557,0.01185878,0,0,1,1,0,0,3.56202,3.1508,0.7593,0.194189407,-0.000628986,0.000744729,-0.00393788,0.003024277,192.8194866,-0.014403557,0.01185878,0,0,1,1,0,0,3.56202,3.1508,0.7593,0.194189407,-0.000628986,0.000744729,-0.00393788,0.003024277,192.8194866,-0.014403557,0.01185878,0,0,1,1,0,0,3.559,3.1508,0.7593,0.194189407,-0.000615105,0.004734598,-0.00393867,0.003024472,192.7808118,-0.014308994,0.011649437,-0.197794067,-50.21849188,1,1,1,0,3.55393,3.1508,0.7593,0.194189407,-0.000543471,0.003624279,-0.003939065,0.003024569,192.7614802,-0.014199798,0.011421197,-0.587715573,-149.2017961,1,1,1,0,3.551484,3.1508,0.7593,0.194189407,-0.000528164,0.003284014,-0.003939144,0.003024588,192.7576143,-0.014159406,0.011341595,-0.781328422,-198.3497994,1,1,1,0,3.549096667,3.1508,0.7593,0.194189407,-0.000515377,0.0030217,-0.0039392,0.003024607,192.7548741,-0.014124244,0.011274499,-0.974131333,-247.2916665,1,1,1
38,152.24,149.31,0.0039443,0.0038682,0.015379,0.0134222,0.980706336,0.429161558,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4711,3.7958,3.3735,3.0431,2.8,0.916,-0.03055,2,good_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.57696,3.1856,0.7019,0.180553055,-0.000640894,0.000765851,-0.00393778,0.003024953,178.2476421,-0.014411443,0.011777052,0,0,1,1,0,0,3.57696,3.1856,0.7019,0.180553055,-0.000640894,0.000765851,-0.00393778,0.003024953,178.2476421,-0.014411443,0.011777052,0,0,1,1,0,0,3.57696,3.1856,0.7019,0.180553055,-0.000640894,0.000765851,-0.00393778,0.003024953,178.2476421,-0.014411443,0.011777052,0,0,1,1,0,0,3.57696,3.1856,0.7019,0.180553055,-0.000640894,0.000765851,-0.00393778,0.003024953,178.2476421,-0.014411443,0.011777052,0,0,1,1,0,0,3.57434,3.1856,0.7019,0.180553055,-0.000575953,0.004666936,-0.00393862,0.00302481,178.2096267,-0.014321216,0.011573611,-0.196937423,-50.00163065,1,1,1,0,3.570065,3.1856,0.7019,0.180553055,-0.000488083,0.003555678,-0.003939025,0.003024732,178.1913037,-0.014219079,0.011356868,-0.585414508,-148.61914,1,1,1,0,3.567876,3.1856,0.7019,0.180553055,-0.000478482,0.003222743,-0.003939108,0.00302472,178.1875491,-0.014180792,0.011280735,-0.778509386,-197.6359586,1,1,1,0,3.565723333,3.1856,0.7019,0.180553055,-0.000467709,0.002965552,-0.003939163,0.003024712,178.1850461,-0.014147407,0.011216472,-0.970771099,-246.4409359,1,1,1
39,143.46,142.97,0.0037168,0.0037039,0.0144183,0.0127979,0.996529272,0.423974192,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4683,3.7697,3.3299,2.9928,2.8,0.757,-0.08085,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.55518,3.1404,0.7626,0.195388163,-0.000632042,0.000745757,-0.00393814,0.00302438,193.6447155,-0.014376722,0.011837433,0,0,1,1,0,0,3.55518,3.1404,0.7626,0.195388163,-0.000632042,0.000745757,-0.00393814,0.00302438,193.6447155,-0.014376722,0.011837433,0,0,1,1,0,0,3.55518,3.1404,0.7626,0.195388163,-0.000632042,0.000745757,-0.00393814,0.00302438,193.6447155,-0.014376722,0.011837433,0,0,1,1,0,0,3.55518,3.1404,0.7626,0.195388163,-0.000632042,0.000745757,-0.00393814,0.00302438,193.6447155,-0.014376722,0.011837433,0,0,1,1,0,0,3.55253,3.1404,0.7626,0.195388163,-0.000575352,0.004680175,-0.00393882,0.003024517,193.6112846,-0.014284595,0.011632812,-0.19743466,-50.12533198,1,1,1,0,3.54768,3.1404,0.7626,0.195388163,-0.000522009,0.003586328,-0.003939145,0.003024587,193.5953107,-0.014176896,0.011408108,-0.586855104,-148.9803255,1,1,1,0,3.545276,3.1404,0.7626,0.195388163,-0.000512007,0.003250552,-0.003939216,0.003024595,193.5918213,-0.014136864,0.011329467,-0.780259642,-198.0748559,1,1,1,0,3.54292,3.1404,0.7626,0.195388163,-0.000501661,0.002991119,-0.00393926,0.003024604,193.589659,-0.01410196,0.011263152,-0.97283687,-246.9592944,1,1,1
40,143.11,142.81,0.0037078,0.0036999,0.014381,0.0127805,0.997869356,0.424297742,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4653,3.7692,3.3276,2.9925,2.8,0.753,-0.08115,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.55434,3.139,0.766,0.196158771,-0.000634463,0.00075106,-0.00393796,0.003024672,194.516958,-0.014375406,0.011845178,0,0,1,1,0,0,3.55434,3.139,0.766,0.196158771,-0.000634463,0.00075106,-0.00393796,0.003024672,194.516958,-0.014375406,0.011845178,0,0,1,1,0,0,3.55434,3.139,0.766,0.196158771,-0.000634463,0.00075106,-0.00393796,0.003024672,194.516958,-0.014375406,0.011845178,0,0,1,1,0,0,3.55434,3.139,0.766,0.196158771,-0.000634463,0.00075106,-0.00393796,0.003024672,194.516958,-0.014375406,0.011845178,0,0,1,1,0,0,3.55155,3.139,0.766,0.196158771,-0.000591984,0.004757227,-0.00393872,0.00302466,194.4794248,-0.014281492,0.011635735,-0.197520268,-50.14833946,1,1,1,0,3.546535,3.139,0.766,0.196158771,-0.000536203,0.003642647,-0.00393909,0.003024656,194.4611573,-0.01417195,0.011406877,-0.586978305,-149.0136822,1,1,1,0,3.544096,3.139,0.766,0.196158771,-0.00052241,0.003300539,-0.003939156,0.003024652,194.4578991,-0.014131408,0.01132719,-0.780335154,-198.0970425,1,1,1,0,3.54172,3.139,0.766,0.196158771,-0.000509926,0.003036569,-0.003939203,0.003024655,194.4555625,-0.014096168,0.01126008,-0.97284759,-246.9655682,1,1,1
41,142.62,142.16,0.0036951,0.0036832,0.0143308,0.0127204,0.996779519,0.424698069,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4625,3.768,3.3248,2.9854,2.8,0.737,-0.08825,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.55256,3.1344,0.7719,0.197603871,-0.00063994,0.000756229,-0.00393842,0.003023973,195.9923015,-0.014374084,0.011847843,0,0,1,1,0,0,3.55256,3.1344,0.7719,0.197603871,-0.00063994,0.000756229,-0.00393842,0.003023973,195.9923015,-0.014374084,0.011847843,0,0,1,1,0,0,3.55256,3.1344,0.7719,0.197603871,-0.00063994,0.000756229,-0.00393842,0.003023973,195.9923015,-0.014374084,0.011847843,0,0,1,1,0,0,3.55256,3.1344,0.7719,0.197603871,-0.00063994,0.000756229,-0.00393842,0.003023973,195.9923015,-0.014374084,0.011847843,0,0,1,1,0,0,3.54957,3.1344,0.7719,0.197603871,-0.00061664,0.00482437,-0.00393894,0.00302432,195.9664275,-0.014277154,0.01163538,-0.197539101,-50.15031981,1,1,1,0,3.5445,3.1344,0.7719,0.197603871,-0.000544724,0.003685853,-0.003939205,0.003024488,195.9532444,-0.014166197,0.01140463,-0.586733944,-148.9472989,1,1,1,0,3.542048,3.1344,0.7719,0.197603871,-0.00052999,0.003337843,-0.003939256,0.003024524,195.9507074,-0.014125398,0.011324587,-0.779965486,-197.9981716,1,1,1,0,3.53967,3.1344,0.7719,0.197603871,-0.000515509,0.003070098,-0.003939293,0.003024544,195.9488504,-0.014090018,0.011257212,-0.97234909,-246.8333803,1,1,1
42,141.83,141.43,0.0036746,0.0036643,0.0142537,0.0126496,0.997196974,0.42686093,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4597,3.7655,3.3185,2.9794,2.8,0.719,-0.09425,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.54898,3.1286,0.7769,0.198924594,-0.000641139,0.000757955,-0.00393846,0.00302427,197.2598427,-0.014363024,0.011847345,0,0,1,1,0,0,3.54898,3.1286,0.7769,0.198924594,-0.000641139,0.000757955,-0.00393846,0.00302427,197.2598427,-0.014363024,0.011847345,0,0,1,1,0,0,3.54898,3.1286,0.7769,0.198924594,-0.000641139,0.000757955,-0.00393846,0.00302427,197.2598427,-0.014363024,0.011847345,0,0,1,1,0,0,3.54898,3.1286,0.7769,0.198924594,-0.000641139,0.000757955,-0.00393846,0.00302427,197.2598427,-0.014363024,0.011847345,0,0,1,1,0,0,3.54616,3.1286,0.7769,0.198924594,-0.000598284,0.004824062,-0.00393896,0.003024468,197.2348031,-0.014266732,0.011635176,-0.197487293,-50.1369126,1,1,1,0,3.54114,3.1286,0.7769,0.198924594,-0.000538135,0.003687895,-0.003939205,0.003024569,197.222536,-0.01415572,0.011404128,-0.58665911,-148.9283015,1,1,1,0,3.538704,3.1286,0.7769,0.198924594,-0.00052394,0.003340321,-0.00393926,0.003024582,197.2197824,-0.014114894,0.011323878,-0.779853689,-197.9695904,1,1,1,0,3.536326667,3.1286,0.7769,0.198924594,-0.000511536,0.003072431,-0.00393929,0.003024597,197.2182805,-0.014079405,0.011256338,-0.972236054,-246.8048947,1,1,1
43,141.69,141.35,0.0036709,0.003662,0.0142393,0.0126431,0.997575526,0.426454722,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4566,3.7667,3.3183,2.9782,2.8,0.717,-0.09545,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.54834,3.1275,0.7772,0.19904218,-0.000641745,0.000758567,-0.00393788,0.003024305,197.3650797,-0.014358222,0.011845273,0,0,1,1,0,0,3.54834,3.1275,0.7772,0.19904218,-0.000641745,0.000758567,-0.00393788,0.003024305,197.3650797,-0.014358222,0.011845273,0,0,1,1,0,0,3.54834,3.1275,0.7772,0.19904218,-0.000641745,0.000758567,-0.00393788,0.003024305,197.3650797,-0.014358222,0.011845273,0,0,1,1,0,0,3.54834,3.1275,0.7772,0.19904218,-0.000641745,0.000758567,-0.00393788,0.003024305,197.3650797,-0.014358222,0.011845273,0,0,1,1,0,0,3.54571,3.1275,0.7772,0.19904218,-0.000577442,0.004895996,-0.00393868,0.003024476,197.3249921,-0.01426286,0.011631496,-0.197449706,-50.13093368,1,1,1,0,3.54087,3.1275,0.7772,0.19904218,-0.000521946,0.00373229,-0.003939075,0.003024563,197.3052049,-0.014152711,0.011400078,-0.586598134,-148.9177368,1,1,1,0,3.538492,3.1275,0.7772,0.19904218,-0.000510291,0.003378104,-0.003939152,0.003024581,197.3013481,-0.014112234,0.011320109,-0.779792918,-197.9595907,1,1,1,0,3.536166667,3.1275,0.7772,0.19904218,-0.000498861,0.003106313,-0.003939203,0.003024593,197.298777,-0.014077069,0.011252836,-0.972179848,-246.7960563,1,1,1
44,141.01,140.75,0.0036533,0.0036466,0.0141729,0.0125855,0.998166042,0.428181729,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4574,3.7657,3.316,2.9728,2.8,0.702,-0.10085,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.5466,3.1227,0.781,0.200066603,-0.000640894,0.000756909,-0.00393776,0.003024278,198.3361099,-0.014352993,0.01184312,0,0,1,1,0,0,3.5466,3.1227,0.781,0.200066603,-0.000640894,0.000756909,-0.00393776,0.003024278,198.3361099,-0.014352993,0.01184312,0,0,1,1,0,0,3.5466,3.1227,0.781,0.200066603,-0.000640894,0.000756909,-0.00393776,0.003024278,198.3361099,-0.014352993,0.01184312,0,0,1,1,0,0,3.5466,3.1227,0.781,0.200066603,-0.000640894,0.000756909,-0.00393776,0.003024278,198.3361099,-0.014352993,0.01184312,0,0,1,1,0,0,3.54402,3.1227,0.781,0.200066603,-0.000571508,0.004861648,-0.00393863,0.003024454,198.2922996,-0.014258427,0.011630645,-0.197386387,-50.11549364,1,1,1,0,3.539175,3.1227,0.781,0.200066603,-0.000521767,0.003711938,-0.00393905,0.003024556,198.2711568,-0.014148411,0.011399469,-0.586503839,-148.8947434,1,1,1,0,3.536784,3.1227,0.781,0.200066603,-0.000510566,0.003360736,-0.003939136,0.003024574,198.2668281,-0.014107877,0.011319408,-0.779674775,-197.9304027,1,1,1,0,3.534446667,3.1227,0.781,0.200066603,-0.000499434,0.003090458,-0.00393919,0.00302459,198.2641101,-0.014072663,0.011252091,-0.97202041,-246.756417,1,1,1
45,140.74,140.13,0.0036462,0.0036304,0.0141421,0.0125281,0.995666722,0.42769897,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4557,3.7651,3.3127,2.9645,2.8,0.686,-0.10915,1,good_not_drone,1,GOOD_not_drone,2025-07-09 GraSi NMC811 LP57 DFEC 2_4_5_2025-07-09 18-04-26_good_labeled_3class.xlsx,0,3.54428,3.117,0.7873,0.201649463,-0.000644241,0.000758672,-0.00393816,0.003024464,199.9156967,-0.014348708,0.011846159,0,0,1,1,0,0,3.54428,3.117,0.7873,0.201649463,-0.000644241,0.000758672,-0.00393816,0.003024464,199.9156967,-0.014348708,0.011846159,0,0,1,1,0,0,3.54428,3.117,0.7873,0.201649463,-0.000644241,0.000758672,-0.00393816,0.003024464,199.9156967,-0.014348708,0.011846159,0,0,1,1,0,0,3.54428,3.117,0.7873,0.201649463,-0.000644241,0.000758672,-0.00393816,0.003024464,199.9156967,-0.014348708,0.011846159,0,0,1,1,0,0,3.54171,3.117,0.7873,0.201649463,-0.000571885,0.004908998,-0.00393881,0.003024565,199.8827057,-0.014252408,0.011631329,-0.197389706,-50.11404623,1,1,1,0,3.53688,3.117,0.7873,0.201649463,-0.000521419,0.003742844,-0.00393914,0.003024611,199.8659606,-0.014141467,0.011398737,-0.586347229,-148.8515841,1,1,1,0,3.534508,3.117,0.7873,0.201649463,-0.000508623,0.003387475,-0.003939208,0.003024629,199.8625104,-0.014100812,0.011318514,-0.779419386,-197.8619524,1,1,1,0,3.532176667,3.117,0.7873,0.201649463,-0.000498516,0.003114409,-0.003939253,0.003024641,199.8602104,-0.014065507,0.011251123,-0.971698929,-246.6708401,1,1,1
4,178.67,173.46,0.004629,0.0044941,0.0178765,0.0158175,0.970857637,0.342234606,FALSE,FALSE,FALSE,FALSE,100,FALSE,FALSE,0.385,GOOD,4.3,3.6554,3.8721,3.5245,3.2517,2.8,1.519,0.17805,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx,0,3.70954,3.3448,0.6946,0.171956231,-0.000418722,0.000496365,-0.00393816,0.003024279,176.3767851,-0.01499551,0.012264234,0,0,1,1,0,0,3.70954,3.3448,0.6946,0.171956231,-0.000418722,0.000496365,-0.00393816,0.003024279,176.3767851,-0.01499551,0.012264234,0,0,1,1,0,0,3.70954,3.3448,0.6946,0.171956231,-0.000418722,0.000496365,-0.00393816,0.003024279,176.3767851,-0.01499551,0.012264234,0,0,1,1,0,0,3.70954,3.3448,0.6946,0.171956231,-0.000418722,0.000496365,-0.00393816,0.003024279,176.3767851,-0.01499551,0.012264234,0,0,1,1,0,0,3.70398,3.3448,0.6946,0.171956231,-0.000803877,0.004303162,-0.00393895,0.003024508,176.3414108,-0.014896417,0.012061279,-0.204794252,-51.99209241,1,1,1,0,3.697355,3.3448,0.6946,0.171956231,-0.00065131,0.003305864,-0.003939345,0.003024622,176.3237289,-0.014787047,0.011844789,-0.608276462,-154.4105587,1,1,1,0,3.6945,3.3448,0.6946,0.171956231,-0.000621037,0.003012809,-0.003939424,0.003024645,176.320193,-0.014745834,0.011766519,-0.809057192,-205.3744892,1,1,1,0,3.69182,3.3448,0.6946,0.171956231,-0.000594307,0.002784546,-0.00393947,0.003024655,176.3181342,-0.014709537,0.011699086,-1.009018623,-256.1305513,1,1,1
5,173.73,171.25,0.004501,0.0044368,0.0173522,0.0155898,0.985736503,0.341439088,FALSE,FALSE,FALSE,FALSE,100,FALSE,FALSE,0.385,GOOD,4.3,3.613,3.8656,3.5139,3.2346,2.8,1.464,0.16095,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx,0,3.69452,3.328,0.7002,0.173824537,-0.000444431,0.000538721,-0.0039369,0.003024017,177.8556732,-0.014935727,0.012232033,0,0,1,1,0,0,3.69452,3.328,0.7002,0.173824537,-0.000444431,0.000538721,-0.0039369,0.003024017,177.8556732,-0.014935727,0.012232033,0,0,1,1,0,0,3.69452,3.328,0.7002,0.173824537,-0.000444431,0.000538721,-0.0039369,0.003024017,177.8556732,-0.014935727,0.012232033,0,0,1,1,0,0,3.69452,3.328,0.7002,0.173824537,-0.000444431,0.000538721,-0.0039369,0.003024017,177.8556732,-0.014935727,0.012232033,0,0,1,1,0,0,3.68944,3.328,0.7002,0.173824537,-0.000761969,0.004575471,-0.00393834,0.00302436,177.7906428,-0.014837361,0.012020886,-0.204136502,-51.83313327,1,1,1,0,3.68293,3.328,0.7002,0.173824537,-0.000643564,0.003530969,-0.00393905,0.003024539,177.7585966,-0.01472456,0.011791221,-0.606690976,-154.0196179,1,1,1,0,3.679968,3.328,0.7002,0.173824537,-0.000624072,0.003224062,-0.003939184,0.00302458,177.7525498,-0.014680836,0.011706603,-0.807027506,-204.8717465,1,1,1,0,3.67715,3.328,0.7002,0.173824537,-0.000603715,0.00298366,-0.00393928,0.003024601,177.7482179,-0.014642046,0.01163317,-1.006438138,-255.4878399,1,1,1
6,172.67,171.33,0.0044735,0.0044388,0.0172447,0.0156056,0.99224321,0.339131406,FALSE,FALSE,FALSE,FALSE,100,FALSE,FALSE,0.385,GOOD,4.3,3.625,3.8702,3.5152,3.234,2.8,1.465,0.16035,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx,0,3.697,3.3273,0.6993,0.173670094,-0.000437162,0.000527294,-0.00393792,0.003024755,177.581058,-0.0149443,0.012227717,0,0,1,1,0,0,3.697,3.3273,0.6993,0.173670094,-0.000437162,0.000527294,-0.00393792,0.003024755,177.581058,-0.0149443,0.012227717,0,0,1,1,0,0,3.697,3.3273,0.6993,0.173670094,-0.000437162,0.000527294,-0.00393792,0.003024755,177.581058,-0.0149443,0.012227717,0,0,1,1,0,0,3.697,3.3273,0.6993,0.173670094,-0.000437162,0.000527294,-0.00393792,0.003024755,177.581058,-0.0149443,0.012227717,0,0,1,1,0,0,3.69186,3.3273,0.6993,0.173670094,-0.000765405,0.004544836,-0.00393883,0.003024746,177.5400309,-0.014844171,0.012016022,-0.204102013,-51.81792883,1,1,1,0,3.68514,3.3273,0.6993,0.173670094,-0.000654666,0.003510563,-0.003939305,0.003024724,177.5186232,-0.014729708,0.011785246,-0.606369961,-153.9281577,1,1,1,0,3.682184,3.3273,0.6993,0.173670094,-0.00062786,0.003200497,-0.003939396,0.003024718,177.5145225,-0.014686261,0.011701621,-0.806359836,-204.6912359,1,1,1,0,3.679413333,3.3273,0.6993,0.173670094,-0.000602367,0.002957161,-0.00393945,0.00302472,177.5120893,-0.014648115,0.011629922,-1.005412321,-255.2164187,1,1,1
7,172.19,170.38,0.004461,0.0044142,0.0171938,0.0155207,0.989509079,0.338163472,FALSE,FALSE,FALSE,FALSE,100,FALSE,FALSE,0.385,GOOD,4.3,3.6262,3.8709,3.5121,3.2308,2.8,1.442,0.15715,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx,0,3.69568,3.3226,0.7038,0.174796344,-0.000433648,0.000523698,-0.00393802,0.003024426,178.7192549,-0.014941136,0.012226102,0,0,1,1,0,0,3.69568,3.3226,0.7038,0.174796344,-0.000433648,0.000523698,-0.00393802,0.003024426,178.7192549,-0.014941136,0.012226102,0,0,1,1,0,0,3.69568,3.3226,0.7038,0.174796344,-0.000433648,0.000523698,-0.00393802,0.003024426,178.7192549,-0.014941136,0.012226102,0,0,1,1,0,0,3.69568,3.3226,0.7038,0.174796344,-0.000433648,0.000523698,-0.00393802,0.003024426,178.7192549,-0.014941136,0.012226102,0,0,1,1,0,0,3.6902,3.3226,0.7038,0.174796344,-0.000801621,0.00463849,-0.00393887,0.003024584,178.6806876,-0.014837776,0.01200959,-0.204064287,-51.80782478,1,1,1,0,3.683225,3.3226,0.7038,0.174796344,-0.000676031,0.003570409,-0.003939295,0.003024653,178.6614102,-0.01472117,0.011775694,-0.605909838,-153.8117451,1,1,1,0,3.68024,3.3226,0.7038,0.174796344,-0.000642691,0.003249751,-0.003939376,0.003024664,178.6577367,-0.014677598,0.011692,-0.805571562,-204.4921738,1,1,1,0,3.67746,3.3226,0.7038,0.174796344,-0.000613607,0.002999351,-0.003939427,0.00302467,178.6554389,-0.014639573,0.011620615,-1.004302786,-254.9362815,1,1,1
8,171.11,169.55,0.0044332,0.0043926,0.0170839,0.0154404,0.99084183,0.33853361,FALSE,FALSE,FALSE,FALSE,100,FALSE,FALSE,0.385,GOOD,4.3,3.6129,3.8698,3.5085,3.2239,2.8,1.421,0.15025,2,good_drone,2,GOOD_drone,2025-07-09 GraSi NMC811 XFC 2_6_3_2025-07-09 18-06-22_good_labeled_3class.xlsx,0,3.69112,3.3164,0.707,0.175722026,-0.000444167,0.00054004,-0.00393822,0.003024388,179.5227285,-0.014925368,0.012217864,0,0,1,1,0,0,3.69112,3.3164,0.707,0.175722026,-0.000444167,0.00054004,-0.00393822,0.003024388,179.5227285,-0.014925368,0.012217864,0,0,1,1,0,0,3.69112,3.3164,0.707,0.175722026,-0.000444167,0.00054004,-0.00393822,0.003024388,179.5227285,-0.014925368,0.012217864,0,0,1,1,0,0,3.69112,3.3164,0.707,0.175722026,-0.000444167,0.00054004,-0.00393822,0.003024388,179.5227285,-0.014925368,0.012217864,0,0,1,1,0,0,3.6857,3.3164,0.707,0.175722026,-0.00079963,0.004772719,-0.00393897,0.003024565,179.4885465,-0.014819971,0.011996149,-0.203897058,-51.76405454,1,1,1,0,3.67876,3.3164,0.707,0.175722026,-0.000675088,0.003669069,-0.00393934,0.003024652,179.4716882,-0.014701431,0.011757225,-0.605238156,-153.6394818,1,1,1,0,3.675776,3.3164,0.707,0.175722026,-0.000642361,0.003337623,-0.003939416,0.00302467,179.4682257,-0.014657301,0.011672055,-0.804613678,-204.2469438,1,1,1,0,3.672996667,3.3164,0.707,0.175722026,-0.000613333,0.003079037,-0.003939473,0.003024676,179.4656138,-0.014618894,0.011599547,-1.003014107,-254.606142,1,1,1
