Cycle,Chg_Spec_mAhg,DChg_Spec_mAhg,Chg_Cap_Ah,DChg_Cap_Ah,Chg_Energy_Wh,DChg_Energy_Wh,CE,IR_proxy,HF_CHG_SPEC_HIGH,HF_DCHG_SPEC_LOW,HF_MISSING,hard_fail,soft_score,SP_IR_OUTLIER,SP_CE_SOFT,IR_proxy_threshold,Label,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,cycle_label_3class,cycle_label_3name,battery_label_3class,battery_label_3name,file,early1_missing,early1_V_mean,early1_V_min,early1_V_sag,early1_V_sag_ratio,early1_dvdt_mean,early1_dvdt_std,early1_I_mean,early1_I_std,early1_IR_early,early1_power_mean,early1_power_std,early1_energy_ws,early1_energy_per_I,early1_voltage_collapse_flag,early1_IR_high_flag,early1_dvdt_fluct_flag,early2_missing,early2_V_mean,early2_V_min,early2_V_sag,early2_V_sag_ratio,early2_dvdt_mean,early2_dvdt_std,early2_I_mean,early2_I_std,early2_IR_early,early2_power_mean,early2_power_std,early2_energy_ws,early2_energy_per_I,early2_voltage_collapse_flag,early2_IR_high_flag,early2_dvdt_fluct_flag,early5_missing,early5_V_mean,early5_V_min,early5_V_sag,early5_V_sag_ratio,early5_dvdt_mean,early5_dvdt_std,early5_I_mean,early5_I_std,early5_IR_early,early5_power_mean,early5_power_std,early5_energy_ws,early5_energy_per_I,early5_voltage_collapse_flag,early5_IR_high_flag,early5_dvdt_fluct_flag,early10_missing,early10_V_mean,early10_V_min,early10_V_sag,early10_V_sag_ratio,early10_dvdt_mean,early10_dvdt_std,early10_I_mean,early10_I_std,early10_IR_early,early10_power_mean,early10_power_std,early10_energy_ws,early10_energy_per_I,early10_voltage_collapse_flag,early10_IR_high_flag,early10_dvdt_fluct_flag,early20_missing,early20_V_mean,early20_V_min,early20_V_sag,early20_V_sag_ratio,early20_dvdt_mean,early20_dvdt_std,early20_I_mean,early20_I_std,early20_IR_early,early20_power_mean,early20_power_std,early20_energy_ws,early20_energy_per_I,early20_voltage_collapse_flag,early20_IR_high_flag,early20_dvdt_fluct_flag,early30_missing,early30_V_mean,early30_V_min,early30_V_sag,early30_V_sag_ratio,early30_dvdt_mean,early30_dvdt_std,early30_I_mean,early30_I_std,early30_IR_early,early30_power_mean,early30_power_std,early30_energy_ws,early30_energy_per_I,early30_voltage_collapse_flag,early30_IR_high_flag,early30_dvdt_fluct_flag,early50_missing,early50_V_mean,early50_V_min,early50_V_sag,early50_V_sag_ratio,early50_dvdt_mean,early50_dvdt_std,early50_I_mean,early50_I_std,early50_IR_early,early50_power_mean,early50_power_std,early50_energy_ws,early50_energy_per_I,early50_voltage_collapse_flag,early50_IR_high_flag,early50_dvdt_fluct_flag,early60_missing,early60_V_mean,early60_V_min,early60_V_sag,early60_V_sag_ratio,early60_dvdt_mean,early60_dvdt_std,early60_I_mean,early60_I_std,early60_IR_early,early60_power_mean,early60_power_std,early60_energy_ws,early60_energy_per_I,early60_voltage_collapse_flag,early60_IR_high_flag,early60_dvdt_fluct_flag
124,129.26,128.64,0.0033489,0.0033328,0.0130859,0.011658,0.995192451,0.409562199,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3001,3.4135,3.7867,3.3279,2.9011,2.7997,0.4,-0.17255,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.54332,3.0706,0.8322,0.213231526,-0.00073775,0.000878241,-0.003938696,0.003024293,211.288203,-0.014363646,0.011848064,0,0,1,1,0,0,3.54332,3.0706,0.8322,0.213231526,-0.000327889,0.000690791,-0.003938696,0.003024293,211.288203,-0.014363646,0.011848064,-0.01968844,-4.998720343,1,1,1,0,3.54332,3.0706,0.8322,0.213231526,-0.000327889,0.000690791,-0.003938696,0.003024293,211.288203,-0.014363646,0.011848064,-0.01968844,-4.998720343,1,1,1,0,3.54332,3.0706,0.8322,0.213231526,-0.000327889,0.000690791,-0.003938696,0.003024293,211.288203,-0.014363646,0.011848064,-0.01968844,-4.998720343,1,1,1,0,3.543813333,3.0706,0.8322,0.213231526,-0.000152056,0.003939685,-0.003938691,0.003024294,211.2884891,-0.014314898,0.011730564,-0.197451511,-50.13125622,1,1,1,0,3.54166,3.0706,0.8322,0.213231526,-0.000280366,0.003452491,-0.003938687,0.003024301,211.2886751,-0.014220859,0.011525984,-0.588958831,-149.5317606,1,1,1,0,3.53948,3.0706,0.8322,0.213231526,-0.000353061,0.003242869,-0.003938684,0.003024302,211.2888646,-0.014176569,0.011437613,-0.784356224,-199.1417161,1,1,1,0,3.536817143,3.0706,0.8322,0.213231526,-0.000414964,0.003071755,-0.003938681,0.003024301,211.2889847,-0.014133398,0.011355048,-0.979603137,-248.7134731,1,1,1
125,128.76,128.05,0.0033359,0.0033175,0.0130362,0.0116005,0.994484247,0.411091347,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3001,3.4051,3.784,3.3249,2.8878,2.7997,0.385,-0.18585,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.53894,3.0617,0.839,0.215089599,-0.000749245,0.000889467,-0.003938626,0.003024256,213.0184486,-0.014350107,0.011843093,0,0,1,1,0,0,3.53894,3.0617,0.839,0.215089599,-0.000332998,0.000700166,-0.003938626,0.003024256,213.0184486,-0.014350107,0.011843093,-0.019673927,-4.995124489,1,1,1,0,3.53894,3.0617,0.839,0.215089599,-0.000332998,0.000700166,-0.003938626,0.003024256,213.0184486,-0.014350107,0.011843093,-0.019673927,-4.995124489,1,1,1,0,3.53894,3.0617,0.839,0.215089599,-0.000332998,0.000700166,-0.003938626,0.003024256,213.0184486,-0.014350107,0.011843093,-0.019673927,-4.995124489,1,1,1,0,3.539606667,3.0617,0.839,0.215089599,-0.000134705,0.003979227,-0.003938632,0.003024257,213.0181241,-0.014301639,0.011725288,-0.197311799,-50.0965306,1,1,1,0,3.537636,3.0617,0.839,0.215089599,-0.000267745,0.003486854,-0.003938631,0.003024259,213.018189,-0.01420758,0.011519807,-0.588620312,-149.4479534,1,1,1,0,3.535506667,3.0617,0.839,0.215089599,-0.000342271,0.00327484,-0.003938631,0.00302426,213.0181601,-0.014163199,0.011430983,-0.78390929,-199.0308876,1,1,1,0,3.532862857,3.0617,0.839,0.215089599,-0.000407526,0.003102837,-0.00393863,0.003024269,213.0182168,-0.014119793,0.011347886,-0.979130588,-248.5967244,1,1,1
126,128.48,127.78,0.0033287,0.0033105,0.0130133,0.0115799,0.9945324,0.411493273,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.4036,3.7851,3.3249,2.8838,2.7999,0.379,-0.18985,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.53864,3.0592,0.8418,0.215790823,-0.000753069,0.000893387,-0.00393866,0.003024308,213.7275114,-0.014350202,0.011844561,0,0,1,1,0,0,3.53864,3.0592,0.8418,0.215790823,-0.000334698,0.00070339,-0.00393866,0.003024308,213.7275114,-0.014350202,0.011844561,-0.019674081,-4.99512034,1,1,1,0,3.53864,3.0592,0.8418,0.215790823,-0.000334698,0.00070339,-0.00393866,0.003024308,213.7275114,-0.014350202,0.011844561,-0.019674081,-4.99512034,1,1,1,0,3.53864,3.0592,0.8418,0.215790823,-0.000334698,0.00070339,-0.00393866,0.003024308,213.7275114,-0.014350202,0.011844561,-0.019674081,-4.99512034,1,1,1,0,3.539286667,3.0592,0.8418,0.215790823,-0.000138179,0.004004156,-0.003938663,0.003024319,213.7273667,-0.014301319,0.011725983,-0.197318391,-50.0978144,1,1,1,0,3.537364,3.0592,0.8418,0.215790823,-0.000266438,0.003503996,-0.003938656,0.003024316,213.7277284,-0.014207198,0.011520174,-0.588582407,-149.4373734,1,1,1,0,3.535246667,3.0592,0.8418,0.215790823,-0.00034119,0.003291429,-0.003938656,0.003024316,213.7277104,-0.014162729,0.011431139,-0.783893552,-199.0256286,1,1,1,0,3.532614286,3.0592,0.8418,0.215790823,-0.000406309,0.00311816,-0.003938651,0.003024317,213.7279765,-0.014119246,0.011347826,-0.979105443,-248.5890058,1,1,1
127,127.81,127.15,0.0033114,0.0032941,0.0129503,0.0115159,0.994775624,0.414906274,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.3899,3.7805,3.321,2.871,2.7996,0.363,-0.20265,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.53234,3.0492,0.8475,0.217491724,-0.000767343,0.000911433,-0.003938648,0.003024322,215.1753597,-0.01432881,0.011833159,0,0,1,1,0,0,3.53234,3.0492,0.8475,0.217491724,-0.000341041,0.00071735,-0.003938648,0.003024322,215.1753597,-0.01432881,0.011833159,-0.019648992,-4.988765631,1,1,1,0,3.53234,3.0492,0.8475,0.217491724,-0.000341041,0.00071735,-0.003938648,0.003024322,215.1753597,-0.01432881,0.011833159,-0.019648992,-4.988765631,1,1,1,0,3.53234,3.0492,0.8475,0.217491724,-0.000341041,0.00071735,-0.003938648,0.003024322,215.1753597,-0.01432881,0.011833159,-0.019648992,-4.988765631,1,1,1,0,3.5333,3.0492,0.8475,0.217491724,-0.000104955,0.004054283,-0.003938643,0.003024319,215.175651,-0.014280779,0.011714714,-0.197069093,-50.03477332,1,1,1,0,3.531748,3.0492,0.8475,0.217491724,-0.00024039,0.003546605,-0.003938646,0.003024326,215.1754908,-0.014187451,0.01150862,-0.588020788,-149.295176,1,1,1,0,3.529723333,3.0492,0.8475,0.217491724,-0.000319978,0.003331624,-0.003938642,0.003024326,215.1757057,-0.014143007,0.011419184,-0.783215907,-198.8543191,1,1,1,0,3.527142857,3.0492,0.8475,0.217491724,-0.000389687,0.00315678,-0.003938637,0.00302432,215.1759684,-0.014099397,0.011335322,-0.978338351,-248.3951647,1,1,1
128,127.62,126.93,0.0033064,0.0032884,0.0129346,0.0115003,0.994556013,0.414756173,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3002,3.3903,3.7817,3.3214,2.8653,2.7995,0.357,-0.20835,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.5325,3.0459,0.8527,0.21871954,-0.000769227,0.000910649,-0.003938634,0.003024302,216.4963792,-0.014332729,0.011840023,0,0,1,1,0,0,3.5325,3.0459,0.8527,0.21871954,-0.000341879,0.000717406,-0.003938634,0.003024302,216.4963792,-0.014332729,0.011840023,-0.019656124,-4.990594074,1,1,1,0,3.5325,3.0459,0.8527,0.21871954,-0.000341879,0.000717406,-0.003938634,0.003024302,216.4963792,-0.014332729,0.011840023,-0.019656124,-4.990594074,1,1,1,0,3.5325,3.0459,0.8527,0.21871954,-0.000341879,0.000717406,-0.003938634,0.003024302,216.4963792,-0.014332729,0.011840023,-0.019656124,-4.990594074,1,1,1,0,3.533493333,3.0459,0.8527,0.21871954,-0.000101525,0.004086782,-0.003938646,0.003024301,216.4957196,-0.014284518,0.011720921,-0.197146018,-50.0542617,1,1,1,0,3.531996,3.0459,0.8527,0.21871954,-0.000236723,0.003568138,-0.003938638,0.003024289,216.4961373,-0.014191067,0.011514454,-0.588219386,-149.3458719,1,1,1,0,3.529983333,3.0459,0.8527,0.21871954,-0.000317288,0.003350983,-0.003938637,0.003024287,216.4962326,-0.014146571,0.011424923,-0.78349659,-198.9258356,1,1,1,0,3.527414286,3.0459,0.8527,0.21871954,-0.000387099,0.003173799,-0.003938635,0.003024293,216.4963164,-0.014102963,0.01134112,-0.978653535,-248.4752965,1,1,1
129,127.04,126.33,0.0032913,0.0032729,0.0128807,0.0114435,0.994409504,0.417119526,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3002,3.3841,3.7795,3.3183,2.8528,2.7996,0.342,-0.22085,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.5282,3.0364,0.8595,0.220616546,-0.000777894,0.000920268,-0.003938714,0.003024315,218.2184337,-0.014319472,0.011833053,0,0,1,1,0,0,3.5282,3.0364,0.8595,0.220616546,-0.00034573,0.000725127,-0.003938714,0.003024315,218.2184337,-0.014319472,0.011833053,-0.019639029,-4.986152575,1,1,1,0,3.5282,3.0364,0.8595,0.220616546,-0.00034573,0.000725127,-0.003938714,0.003024315,218.2184337,-0.014319472,0.011833053,-0.019639029,-4.986152575,1,1,1,0,3.5282,3.0364,0.8595,0.220616546,-0.00034573,0.000725127,-0.003938714,0.003024315,218.2184337,-0.014319472,0.011833053,-0.019639029,-4.986152575,1,1,1,0,3.52938,3.0364,0.8595,0.220616546,-8.18E-05,0.004109993,-0.003938713,0.003024318,218.2184707,-0.014271597,0.011714025,-0.196980607,-50.01140982,1,1,1,0,3.528108,3.0364,0.8595,0.220616546,-0.000221038,0.003588512,-0.003938718,0.003024326,218.21819,-0.014178603,0.011507592,-0.587810586,-149.2390484,1,1,1,0,3.526153333,3.0364,0.8595,0.220616546,-0.000304307,0.003370568,-0.003938717,0.003024334,218.2182675,-0.014134128,0.011417903,-0.782987479,-198.7925203,1,1,1,0,3.523625714,3.0364,0.8595,0.220616546,-0.000376027,0.003193395,-0.003938714,0.003024334,218.2184496,-0.014090441,0.011333755,-0.978085794,-248.3261961,1,1,1
130,126.73,126.06,0.0032834,0.003266,0.0128544,0.0114229,0.994700615,0.417446292,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.3827,3.7804,3.3183,2.8499,2.7999,0.336,-0.22375,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.5275,3.0338,0.8611,0.221083982,-0.00077988,0.00092298,-0.003938774,0.003024385,218.6213273,-0.014316893,0.011830273,0,0,1,1,0,0,3.5275,3.0338,0.8611,0.221083982,-0.000346613,0.000727183,-0.003938774,0.003024385,218.6213273,-0.014316893,0.011830273,-0.019633419,-4.984652378,1,1,1,0,3.5275,3.0338,0.8611,0.221083982,-0.000346613,0.000727183,-0.003938774,0.003024385,218.6213273,-0.014316893,0.011830273,-0.019633419,-4.984652378,1,1,1,0,3.5275,3.0338,0.8611,0.221083982,-0.000346613,0.000727183,-0.003938774,0.003024385,218.6213273,-0.014316893,0.011830273,-0.019633419,-4.984652378,1,1,1,0,3.52874,3.0338,0.8611,0.221083982,-7.52E-05,0.004127056,-0.003938759,0.003024362,218.6221784,-0.014269104,0.011711094,-0.196925876,-49.99693882,1,1,1,0,3.527572,3.0338,0.8611,0.221083982,-0.000212202,0.003598757,-0.003938744,0.003024353,218.6229925,-0.014176341,0.011504775,-0.587608303,-149.1867212,1,1,1,0,3.525663333,3.0338,0.8611,0.221083982,-0.00029665,0.003377844,-0.003938739,0.003024348,218.6232885,-0.014132136,0.011415464,-0.782710766,-198.7211726,1,1,1,0,3.52316,3.0338,0.8611,0.221083982,-0.000370378,0.003200847,-0.003938739,0.003024348,218.6232621,-0.014088599,0.011331526,-0.977833859,-248.2606296,1,1,1
131,126.29,125.55,0.0032719,0.0032527,0.012813,0.0113741,0.99413185,0.419255202,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3002,3.3749,3.778,3.316,2.8365,2.8,0.323,-0.23715,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.52324,3.0244,0.8691,0.223218184,-0.000788667,0.000930501,-0.003938626,0.003024301,220.6607076,-0.01430471,0.011827723,0,0,1,1,0,0,3.52324,3.0244,0.8691,0.223218184,-0.000350519,0.000733753,-0.003938626,0.003024301,220.6607076,-0.01430471,0.011827723,-0.019621352,-4.981776,1,1,1,0,3.52324,3.0244,0.8691,0.223218184,-0.000350519,0.000733753,-0.003938626,0.003024301,220.6607076,-0.01430471,0.011827723,-0.019621352,-4.981776,1,1,1,0,3.52324,3.0244,0.8691,0.223218184,-0.000350519,0.000733753,-0.003938626,0.003024301,220.6607076,-0.01430471,0.011827723,-0.019621352,-4.981776,1,1,1,0,3.524706667,3.0244,0.8691,0.223218184,-5.07E-05,0.004181932,-0.003938626,0.003024301,220.6607076,-0.014257343,0.011708091,-0.196809491,-49.9690732,1,1,1,0,3.523816,3.0244,0.8691,0.223218184,-0.000192093,0.003639986,-0.003938625,0.003024303,220.6607748,-0.014165114,0.011501406,-0.587345668,-149.1245544,1,1,1,0,3.52199,3.0244,0.8691,0.223218184,-0.000279318,0.0034163,-0.003938623,0.003024304,220.6608756,-0.014120982,0.011411825,-0.782408763,-198.6503311,1,1,1,0,3.519548571,3.0244,0.8691,0.223218184,-0.000355301,0.003236648,-0.003938624,0.003024302,220.6608196,-0.014077452,0.011327613,-0.97749963,-248.1830278,1,1,1
132,125.98,125.45,0.0032639,0.0032501,0.0127878,0.0113728,0.995771929,0.418735509,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3001,3.3747,3.7811,3.3179,2.8459,2.7997,0.32,-0.22775,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.52502,3.0287,0.8634,0.221833971,-0.000784204,0.000931868,-0.003938648,0.003024352,219.2122779,-0.014307267,0.011822303,0,0,1,1,0,0,3.52502,3.0287,0.8634,0.221833971,-0.000348535,0.000733343,-0.003938648,0.003024352,219.2122779,-0.014307267,0.011822303,-0.019617222,-4.980699433,1,1,1,0,3.52502,3.0287,0.8634,0.221833971,-0.000348535,0.000733343,-0.003938648,0.003024352,219.2122779,-0.014307267,0.011822303,-0.019617222,-4.980699433,1,1,1,0,3.52502,3.0287,0.8634,0.221833971,-0.000348535,0.000733343,-0.003938648,0.003024352,219.2122779,-0.014307267,0.011822303,-0.019617222,-4.980699433,1,1,1,0,3.526373333,3.0287,0.8634,0.221833971,-6.29E-05,0.004169724,-0.00393865,0.00302435,219.2121666,-0.014259741,0.011702576,-0.196761325,-49.95653979,1,1,1,0,3.525448,3.0287,0.8634,0.221833971,-0.000195469,0.00362512,-0.003938645,0.003024353,219.2124338,-0.014168074,0.011496924,-0.587117255,-149.0657891,1,1,1,0,3.52363,3.0287,0.8634,0.221833971,-0.000281078,0.003402303,-0.003938642,0.003024352,219.2126119,-0.014124234,0.011407779,-0.782139522,-198.5810141,1,1,1,0,3.521214286,3.0287,0.8634,0.221833971,-0.000354743,0.00322199,-0.003938637,0.003024346,219.2128981,-0.014081078,0.011324107,-0.977103111,-248.0815435,1,1,1
133,126.54,125.94,0.0032783,0.0032628,0.0128411,0.011438,0.99527194,0.411421633,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3001,3.3976,3.7886,3.3247,2.8624,2.7996,0.333,-0.21125,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.53436,3.0404,0.858,0.220090293,-0.000761505,0.000902995,-0.003938696,0.00302437,217.8385943,-0.014339979,0.011839227,0,0,1,1,0,0,3.53436,3.0404,0.858,0.220090293,-0.000338447,0.000711043,-0.003938696,0.00302437,217.8385943,-0.014339979,0.011839227,-0.019652783,-4.989667291,1,1,1,0,3.53436,3.0404,0.858,0.220090293,-0.000338447,0.000711043,-0.003938696,0.00302437,217.8385943,-0.014339979,0.011839227,-0.019652783,-4.989667291,1,1,1,0,3.53436,3.0404,0.858,0.220090293,-0.000338447,0.000711043,-0.003938696,0.00302437,217.8385943,-0.014339979,0.011839227,-0.019652783,-4.989667291,1,1,1,0,3.53554,3.0404,0.858,0.220090293,-7.71E-05,0.004054377,-0.003938706,0.003024385,217.8380412,-0.014292998,0.011722164,-0.197106395,-50.04343937,1,1,1,0,3.534328,3.0404,0.858,0.220090293,-0.00021289,0.003538912,-0.003938699,0.003024381,217.8384394,-0.01420155,0.011519004,-0.588233135,-149.3470724,1,1,1,0,3.53244,3.0404,0.858,0.220090293,-0.000294116,0.003322024,-0.003938697,0.003024372,217.8385574,-0.014157999,0.011430974,-0.783519221,-198.9285511,1,1,1,0,3.529994286,3.0404,0.858,0.220090293,-0.000363804,0.003145758,-0.003938696,0.003024374,217.8385785,-0.014115306,0.011348601,-0.978706617,-248.4849164,1,1,1
134,125.7,124.96,0.0032567,0.0032375,0.0127577,0.0113405,0.994104462,0.414513201,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.3887,3.7843,3.3182,2.8353,2.7994,0.308,-0.23835,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.52662,3.0202,0.876,0.224834454,-0.000775704,0.000914922,-0.00393865,0.003024357,222.4112323,-0.014319861,0.011836018,0,0,1,1,0,0,3.52662,3.0202,0.876,0.224834454,-0.000344757,0.000721532,-0.00393865,0.003024357,222.4112323,-0.014319861,0.011836018,-0.019631847,-4.984410073,1,1,1,0,3.52662,3.0202,0.876,0.224834454,-0.000344757,0.000721532,-0.00393865,0.003024357,222.4112323,-0.014319861,0.011836018,-0.019631847,-4.984410073,1,1,1,0,3.52662,3.0202,0.876,0.224834454,-0.000344757,0.000721532,-0.00393865,0.003024357,222.4112323,-0.014319861,0.011836018,-0.019631847,-4.984410073,1,1,1,0,3.528006667,3.0202,0.876,0.224834454,-5.66E-05,0.004124532,-0.003938655,0.003024366,222.4109688,-0.014272627,0.011717662,-0.196917091,-49.99602859,1,1,1,0,3.527028,3.0202,0.876,0.224834454,-0.000196738,0.003595897,-0.003938653,0.003024366,222.4110742,-0.014180668,0.011512614,-0.587670897,-149.2060678,1,1,1,0,3.52518,3.0202,0.876,0.224834454,-0.000283162,0.003375253,-0.00393866,0.003024372,222.4106488,-0.014136754,0.011423779,-0.782819808,-198.7528097,1,1,1,0,3.522754286,3.0202,0.876,0.224834454,-0.000355344,0.00319591,-0.003938656,0.003024368,222.4109096,-0.014093618,0.011340537,-0.97789497,-248.2814038,1,1,1
135,125.2,124.53,0.0032437,0.0032262,0.0127121,0.0113025,0.994604926,0.415664648,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3002,3.3878,3.7844,3.3167,2.8246,2.7994,0.297,-0.24905,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.52446,3.0113,0.8852,0.227178237,-0.000777616,0.000915367,-0.003938558,0.003024225,224.7523078,-0.014316211,0.011838097,0,0,1,1,0,0,3.52446,3.0113,0.8852,0.227178237,-0.000345607,0.000722291,-0.003938558,0.003024225,224.7523078,-0.014316211,0.011838097,-0.019627834,-4.983507558,1,1,1,0,3.52446,3.0113,0.8852,0.227178237,-0.000345607,0.000722291,-0.003938558,0.003024225,224.7523078,-0.014316211,0.011838097,-0.019627834,-4.983507558,1,1,1,0,3.52446,3.0113,0.8852,0.227178237,-0.000345607,0.000722291,-0.003938558,0.003024225,224.7523078,-0.014316211,0.011838097,-0.019627834,-4.983507558,1,1,1,0,3.525933333,3.0113,0.8852,0.227178237,-4.68E-05,0.004144049,-0.003938551,0.003024229,224.7526883,-0.014268943,0.011719508,-0.196884788,-49.98913852,1,1,1,0,3.525072,3.0113,0.8852,0.227178237,-0.000189371,0.003614237,-0.003938551,0.003024226,224.7526959,-0.014176866,0.011513937,-0.587641593,-149.2024765,1,1,1,0,3.523253333,3.0113,0.8852,0.227178237,-0.000276376,0.003392772,-0.003938545,0.003024227,224.7530497,-0.014132752,0.011424723,-0.782781085,-198.7487982,1,1,1,0,3.520834286,3.0113,0.8852,0.227178237,-0.000351027,0.003212887,-0.003938543,0.003024227,224.7531719,-0.014089428,0.011341099,-0.977823209,-248.2702981,1,1,1
136,124.9,124.2,0.0032358,0.0032178,0.0126852,0.011278,0.994437233,0.415387903,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.392,3.7861,3.3164,2.8187,2.7998,0.289,-0.25495,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.52416,3.0064,0.8901,0.228435776,-0.000774648,0.000909462,-0.003938592,0.003024273,225.9944671,-0.014316743,0.011838544,0,0,1,1,0,0,3.52416,3.0064,0.8901,0.228435776,-0.000344288,0.000718176,-0.003938592,0.003024273,225.9944671,-0.014316743,0.011838544,-0.019625775,-4.982941963,1,1,1,0,3.52416,3.0064,0.8901,0.228435776,-0.000344288,0.000718176,-0.003938592,0.003024273,225.9944671,-0.014316743,0.011838544,-0.019625775,-4.982941963,1,1,1,0,3.52416,3.0064,0.8901,0.228435776,-0.000344288,0.000718176,-0.003938592,0.003024273,225.9944671,-0.014316743,0.011838544,-0.019625775,-4.982941963,1,1,1,0,3.525653333,3.0064,0.8901,0.228435776,-4.36E-05,0.004124002,-0.003938578,0.00302427,225.9952704,-0.014269606,0.011720388,-0.196865431,-49.98388535,1,1,1,0,3.524808,3.0064,0.8901,0.228435776,-0.000185821,0.003594671,-0.003938568,0.003024264,225.9958442,-0.01417791,0.011515934,-0.587548546,-149.1782155,1,1,1,0,3.523013333,3.0064,0.8901,0.228435776,-0.000272748,0.003373783,-0.00393857,0.003024269,225.9957294,-0.014134127,0.011427364,-0.782649071,-198.7140183,1,1,1,0,3.520617143,3.0064,0.8901,0.228435776,-0.000347344,0.003195216,-0.003938571,0.003024272,225.9956966,-0.014091072,0.01134433,-0.977716961,-248.2415747,1,1,1
137,124.56,123.86,0.0032272,0.0032089,0.0126551,0.0112507,0.99432945,0.41529453,FALSE,FALSE,FALSE,FALSE,80,TRUE,FALSE,0.385,GOOD,4.3,3.3966,3.7874,3.3159,2.8104,2.7995,0.281,-0.26325,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 4_5_8_2025-06-26 12-36-09_good_labeled_3class.xlsx,0,3.52334,2.9995,0.8966,0.230127563,-0.00077156,0.000902359,-0.003938552,0.003024243,227.647115,-0.014315746,0.011837677,0,0,1,1,0,0,3.52334,2.9995,0.8966,0.230127563,-0.000342916,0.000713357,-0.003938552,0.003024243,227.647115,-0.014315746,0.011837677,-0.019620122,-4.981557057,1,1,1,0,3.52334,2.9995,0.8966,0.230127563,-0.000342916,0.000713357,-0.003938552,0.003024243,227.647115,-0.014315746,0.011837677,-0.019620122,-4.981557057,1,1,1,0,3.52334,2.9995,0.8966,0.230127563,-0.000342916,0.000713357,-0.003938552,0.003024243,227.647115,-0.014315746,0.011837677,-0.019620122,-4.981557057,1,1,1,0,3.524826667,2.9995,0.8966,0.230127563,-4.35E-05,0.004123977,-0.003938561,0.003024256,227.6466141,-0.014268453,0.011719457,-0.196817352,-49.97189804,1,1,1,0,3.524052,2.9995,0.8966,0.230127563,-0.000181186,0.003593613,-0.003938557,0.00302425,227.6468144,-0.014176829,0.011515193,-0.587352484,-149.1288444,1,1,1,0,3.5223,2.9995,0.8966,0.230127563,-0.000266844,0.003372061,-0.003938552,0.003024252,227.6471342,-0.014133194,0.011426947,-0.78239692,-198.6509221,1,1,1,0,3.519951429,2.9995,0.8966,0.230127563,-0.000340543,0.003191763,-0.003938548,0.003024248,227.6473462,-0.014090408,0.011344398,-0.97732573,-248.1436637,1,1,1
