Cycle,Chg_Spec_mAhg,DChg_Spec_mAhg,Chg_Cap_Ah,DChg_Cap_Ah,Chg_Energy_Wh,DChg_Energy_Wh,CE,IR_proxy,HF_CHG_SPEC_HIGH,HF_DCHG_SPEC_LOW,HF_MISSING,hard_fail,soft_score,SP_IR_OUTLIER,SP_CE_SOFT,IR_proxy_threshold,Label,charge_V_end,take_off_V_end,hover_V_end,cruise_V_end,landing_V_end,standby_V_end,standby_t_end_h,landing_V_rel_global,cycle_label_3class,cycle_label_3name,battery_label_3class,battery_label_3name,file
85,116.89,116.81,0.0030285,0.0030264,0.0117315,0.0104361,0.9993065874195146,0.4253453708406147,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
86,116.76,116.56,0.0030249,0.0030198,0.0117185,0.0104133,0.9983139938510364,0.4256714143133218,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
87,116.37,116.33,0.0030148,0.003014,0.0116794,0.0103901,0.9997346424306752,0.4267421309903217,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
88,116.34,116.23,0.0030141,0.0030114,0.0116762,0.0103819,0.9991042102120036,0.4263268178512969,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
89,116.06,115.85,0.0030069,0.0030016,0.0116533,0.0103471,0.9982373873424458,0.4283248087412463,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
90,115.42,115.35,0.0029904,0.0029886,0.0115878,0.0102964,0.9993980738362762,0.4297748109482704,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
91,115.28,115.11,0.0029867,0.0029824,0.0115715,0.0102741,0.9985602839254026,0.429432780794929,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
92,114.87,114.84,0.002976,0.0029753,0.0115321,0.0102463,0.9997647849462368,0.4312464210259455,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
93,115.03,115.13,0.0029803,0.0029829,0.011548,0.0102746,1.000872395396437,0.4302773884602398,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
94,115.53,115.39,0.0029933,0.0029894,0.0115954,0.0103042,0.998697090168042,0.4268723621243447,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
95,115.12,115.02,0.0029825,0.0029798,0.0115547,0.0102687,0.999094719195306,0.4280622027941474,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
96,115.06,114.95,0.002981,0.0029781,0.0115495,0.0102632,0.9990271720899028,0.4281469138216756,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
97,114.7,114.6,0.0029717,0.0029691,0.011514,0.0102289,0.9991250799205844,0.4294318716801744,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
98,114.68,114.59,0.002971,0.0029689,0.0115119,0.0102292,0.9992931672837428,0.4293047972157091,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
99,114.65,114.57,0.0029703,0.0029682,0.0115082,0.0102294,0.9992930007069992,0.4280923491463811,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
100,114.45,114.49,0.0029652,0.0029662,0.0114881,0.010219,1.000337245379738,0.4291599718990531,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
101,114.48,114.55,0.002966,0.0029677,0.0114915,0.0102228,1.000573162508429,0.4297221743995725,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
102,114.68,114.58,0.0029711,0.0029686,0.011509,0.0102276,0.9991585608023964,0.4283890979838243,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
103,114.76,114.59,0.0029731,0.0029689,0.0115172,0.0102301,0.9985873330866772,0.4280474359614264,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
104,114.53,114.48,0.0029674,0.0029659,0.0114965,0.0102193,0.9994945069758038,0.4286687344304689,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
105,114.4,114.33,0.0029638,0.0029622,0.0114821,0.010205,0.9994601525069168,0.4290397059954323,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
106,114.34,114.3,0.0029624,0.0029613,0.0114773,0.010202,0.9996286794490954,0.4292163045422965,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
107,114.48,114.43,0.002966,0.0029646,0.0114907,0.0102148,0.999527983816588,0.4285489454365745,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
108,114.67,114.31,0.002971,0.0029616,0.0115101,0.0102102,0.9968360821272298,0.4266217547584512,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
109,113.95,114.12,0.0029522,0.0029567,0.011443,0.0101868,1.001524286972427,0.4307648445312302,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
110,114.43,114.46,0.0029645,0.0029655,0.0114852,0.0102197,1.000337325012649,0.4280472922728991,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
111,114.48,114.38,0.002966,0.0029634,0.0114898,0.010211,0.9991233985165208,0.4281325586404532,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
112,114.54,114.39,0.0029674,0.0029637,0.0114945,0.0102148,0.9987531172069828,0.4269553955311474,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
113,114.45,114.26,0.0029652,0.0029603,0.0114867,0.0102038,0.9983474976392824,0.4269561196950122,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
114,114.03,114.06,0.0029544,0.0029552,0.0114473,0.010182,1.000270782561603,0.4292094373367079,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
115,113.9,113.77,0.0029508,0.0029475,0.0114297,0.010154,0.9988816592110614,0.4284708058641793,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
116,113.45,113.49,0.0029393,0.0029402,0.0113906,0.0101245,1.000306195352635,0.4318031932466244,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
117,114.01,113.8,0.0029537,0.0029482,0.0114438,0.0101599,0.9981379286995972,0.4282582010896316,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
118,113.4,113.34,0.0029378,0.0029363,0.0113838,0.0101124,0.9994894138470966,0.4310144022588211,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
119,113.62,113.53,0.0029436,0.0029414,0.0114079,0.0101343,0.999252615844544,0.4300924445138281,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
120,113.23,113.14,0.0029336,0.0029312,0.0113689,0.0100942,0.9991818925552224,0.431699992587018,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
121,113.14,113.32,0.0029314,0.0029359,0.0113634,0.01011,1.001535102681313,0.4328635123160973,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
122,114.39,114.46,0.0029637,0.0029654,0.0114862,0.0102256,1.00057360731518,0.427324667277138,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
123,114.34,114.21,0.0029623,0.002959,0.0114755,0.0102003,0.998886000742666,0.4266361275844757,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
124,114.34,114.31,0.0029623,0.0029615,0.0114791,0.01021,0.9997299395739796,0.4274860541494752,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
125,114.37,114.24,0.002963,0.0029597,0.0114794,0.0102063,0.998886263921701,0.4258252451474056,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
126,114.42,114.32,0.0029644,0.0029617,0.011485,0.0102141,0.9990891917420052,0.4255796897582229,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
127,114.29,114.24,0.0029609,0.0029596,0.0114726,0.0102063,0.9995609443074742,0.4261599167664305,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
128,114.06,114.05,0.0029552,0.0029547,0.0114507,0.0101868,0.9998308067135896,0.427103468519749,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
129,114.59,114.61,0.0029689,0.0029692,0.0115038,0.0102428,1.00010104752602,0.4250850163444113,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
130,114.65,114.62,0.0029703,0.0029695,0.0115107,0.0102439,0.9997306669359998,0.4255597871359531,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
131,114.7,114.63,0.0029717,0.0029699,0.0115145,0.0102459,0.999394286098866,0.4248040362589292,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
132,114.51,114.38,0.0029668,0.0029635,0.011497,0.0102219,0.9988876904408792,0.425953020752079,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
133,114.37,114.3,0.0029631,0.0029612,0.011484,0.0102138,0.9993587796564408,0.4264609704088094,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
134,114.31,114.28,0.0029617,0.0029607,0.0114792,0.0102118,0.9996623560792788,0.4267653318151985,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
135,114.4,114.32,0.0029639,0.0029618,0.0114883,0.0102169,0.9992914740713248,0.4265177397439404,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
136,114.4,114.43,0.0029639,0.0029648,0.0114894,0.0102265,1.000303653969432,0.4271413929831334,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
137,114.79,114.89,0.0029739,0.0029766,0.0115271,0.0102699,1.000907898718854,0.4258769869388237,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
138,115.18,114.92,0.002984,0.0029774,0.0115636,0.0102783,0.9977882037533512,0.4230952082092601,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
139,115.23,115.21,0.0029855,0.0029849,0.0115714,0.010307,0.9997990286384192,0.4228196857471285,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
140,114.98,114.95,0.002979,0.0029782,0.0115464,0.0102799,0.9997314535078884,0.4242157191536786,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
141,114.57,114.41,0.0029682,0.0029642,0.0115041,0.0102264,0.9986523819149654,0.4258136653356566,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
142,114.26,114.2,0.0029603,0.0029586,0.0114763,0.0102038,0.9994257338783232,0.4278745182545123,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
143,114.26,114.11,0.0029603,0.0029563,0.0114773,0.0101987,0.9986487855960544,0.4272542390561158,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
144,113.79,113.75,0.002948,0.002947,0.0114324,0.0101609,0.9996607869742198,0.430139796743831,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
145,114.23,114.34,0.0029596,0.0029624,0.0114769,0.0102163,1.000946073793756,0.4291986208221568,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
146,114.45,114.41,0.0029653,0.0029641,0.0114971,0.0102267,0.9995953191919872,0.4270258575224171,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
147,114.29,114.34,0.002961,0.0029624,0.0114816,0.0102168,1.000472813238771,0.4287836391041959,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
148,114.79,114.62,0.0029739,0.0029696,0.0115304,0.0102469,0.9985540872255289,0.4265988844777877,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
149,114.4,114.36,0.0029638,0.0029629,0.0114922,0.0102204,0.9996963357851408,0.4280637990178526,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
150,114.34,114.28,0.0029624,0.0029608,0.011487,0.0102123,0.9994598973805022,0.428430100381596,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
151,114.26,114.22,0.0029602,0.0029591,0.0114784,0.0102064,0.9996284034862508,0.4284190012424669,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
152,114.29,114.31,0.0029609,0.0029615,0.0114816,0.010214,1.000202641088858,0.4288119682342848,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
153,114.4,114.34,0.0029639,0.0029622,0.0114931,0.0102164,0.9994264313910723,0.4287718312810527,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
154,114.26,114.37,0.0029602,0.0029631,0.0114781,0.0102166,1.000979663536248,0.4295314623318158,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
155,115.01,114.86,0.0029797,0.0029758,0.011553,0.0102682,0.9986911434036982,0.4266680488416319,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
156,114.45,114.43,0.0029653,0.0029647,0.0114978,0.0102233,0.9997976595959936,0.429107002564447,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
157,114.51,114.46,0.0029667,0.0029655,0.0115031,0.0102267,0.9995955101628072,0.4288474499928467,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
158,114.65,114.67,0.0029704,0.0029708,0.011519,0.0102462,1.000134661998384,0.4289589240471874,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
159,114.76,114.79,0.0029732,0.0029739,0.0115289,0.0102569,1.000235436566662,0.4286338897183466,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
160,114.79,114.73,0.0029739,0.0029725,0.0115309,0.0102513,0.999529237701335,0.4286532168243311,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
161,114.82,114.79,0.0029746,0.0029739,0.0115332,0.0102552,0.9997646742419148,0.4288261007319858,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
162,114.79,114.75,0.0029739,0.002973,0.0115304,0.0102522,0.9996973670937154,0.4287623684955855,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
163,115.04,115.09,0.0029804,0.0029817,0.0115568,0.0102851,1.000436183062676,0.4281922662973261,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
164,115.26,115.23,0.0029862,0.0029854,0.0115773,0.0102982,0.9997321009979238,0.4274128937104789,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
165,115.35,115.34,0.0029884,0.0029882,0.0115856,0.0103081,0.9999330745549456,0.4272554141502503,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
166,115.54,115.49,0.0029934,0.002992,0.011605,0.0103231,0.99953230440302,0.4266284734615802,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
167,115.85,115.83,0.0030013,0.0030009,0.0116366,0.010357,0.9998667244194182,0.4258886085437705,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
168,115.51,115.44,0.0029927,0.0029909,0.0116011,0.0103183,0.9993985364386674,0.4265680434245955,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
169,115.37,115.24,0.0029891,0.0029855,0.0115866,0.0102989,0.9987956241008998,0.4266439049430542,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
170,115.04,114.99,0.0029804,0.0029792,0.0115556,0.010274,0.9995973694806068,0.4286208924443131,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
171,127.03,122.21,0.0032912,0.0031663,0.0128872,0.0109751,0.962050315994166,0.4494314601522342,False,False,False,False,80,True,False,0.385,GOOD,4.3003,3.4783,3.762,3.2267,2.7988,2.7999,0.375,-0.2748500000000003,1,good_not_drone,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
172,114.59,115.09,0.0029688,0.0029817,0.0115165,0.0102826,1.004345189975748,0.4306071638178555,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
173,114.81,114.88,0.0029746,0.0029764,0.0115346,0.010262,1.000605123377933,0.429908566091624,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
174,114.7,114.75,0.0029717,0.002973,0.0115215,0.0102481,1.000437460039708,0.4300168839043037,False,True,False,True,100,True,False,0.385,BAD,,,,,,,,,0,bad,0,BAD,2025-06-25 GraSi NMC811 LP57 LiDFP 3_6_6_2025-06-25 18-08-00_good_labeled_3class.xlsx
